2018-12-14 17:41:22.813561=415.4994487762451
2018-12-14 17:41:22.832488=18.393278121948242
2018-12-14 17:41:23.065409=466.0911560058594
2018-12-14 17:41:23.226461=426.56421661376953
2018-12-14 17:41:23.248675=21.71635627746582
2018-12-14 17:41:23.354389=353.89018058776855
2018-12-14 17:41:23.368697=13.414621353149414
2018-12-14 17:41:23.432061=365.9176826477051
2018-12-14 17:41:23.567249=366.0304546356201
2018-12-14 17:41:23.641937=73.71282577514648
2018-12-14 17:41:23.762788=360.36014556884766
2018-12-14 17:41:23.782940=19.315719604492188
2018-12-14 17:41:24.015023=411.16786003112793
2018-12-14 17:41:24.027409=11.60740852355957
2018-12-14 17:41:24.156134=351.0913848876953
2018-12-14 17:41:24.170746=13.736963272094727
2018-12-14 17:41:24.415012=408.32066535949707
2018-12-14 17:41:24.436754=21.26312255859375
2018-12-14 17:41:24.667126=460.4158401489258
2018-12-14 17:41:24.692452=24.338960647583008
2018-12-14 17:41:24.785655=378.16810607910156
2018-12-14 17:41:24.815499=28.956890106201172
2018-12-14 17:41:24.977798=368.7777519226074
2018-12-14 17:41:25.001823=23.180246353149414
2018-12-14 17:41:25.182782=373.197078704834
2018-12-14 17:41:25.197636=13.601064682006836
2018-12-14 17:41:25.387430=376.8913745880127
2018-12-14 17:41:25.592544=380.7520866394043
2018-12-14 17:41:25.596663=208.2667350769043
2018-12-14 17:41:25.613709=20.244359970092773
2018-12-14 17:41:25.796803=383.78000259399414
2018-12-14 17:41:25.812407=14.694452285766602
2018-12-14 17:41:25.955749=341.4032459259033
2018-12-14 17:41:25.971547=14.777898788452148
2018-12-14 17:41:26.173453=358.3073616027832
2018-12-14 17:41:26.194860=20.53070068359375
2018-12-14 17:41:26.473696=457.40818977355957
2018-12-14 17:41:26.494661=20.447492599487305
2018-12-14 17:41:26.588885=371.76060676574707
2018-12-14 17:41:26.599120=9.83572006225586
2018-12-14 17:41:26.824304=407.0613384246826
2018-12-14 17:41:26.844716=20.035743713378906
2018-12-14 17:41:26.960882=342.7309989929199
2018-12-14 17:41:26.973231=11.73853874206543
2018-12-14 17:41:27.158736=339.7560119628906
2018-12-14 17:41:27.171839=12.316703796386719
2018-12-14 17:41:27.431275=411.36693954467773
2018-12-14 17:41:27.453132=21.3162899017334
2018-12-14 17:41:27.680243=460.0996971130371
2018-12-14 17:41:27.701652=20.935773849487305
2018-12-14 17:41:27.798136=375.34499168395996
2018-12-14 17:41:27.811111=12.202262878417969
2018-12-14 17:41:27.969127=346.663236618042
2018-12-14 17:41:27.990109=19.979238510131836
2018-12-14 17:41:28.165677=342.7870273590088
2018-12-14 17:41:28.176504=10.384798049926758
2018-12-14 17:41:28.431084=407.9737663269043
2018-12-14 17:41:28.634944=410.48264503479004
2018-12-14 17:41:28.637643=206.0220241546631
2018-12-14 17:41:28.645675=10.321855545043945
2018-12-14 17:41:28.835039=410.3658199310303
2018-12-14 17:41:29.033353=407.459020614624
2018-12-14 17:41:29.039056=203.32717895507812
2018-12-14 17:41:29.047339=13.212442398071289
2018-12-14 17:41:29.180377=353.7261486053467
2018-12-14 17:41:29.201056=20.163536071777344
2018-12-14 17:41:29.382559=355.15427589416504
2018-12-14 17:41:29.396145=12.613058090209961
2018-12-14 17:41:29.564841=335.91270446777344
2018-12-14 17:41:29.581716=15.915870666503906
2018-12-14 17:41:29.794735=365.1857376098633
2018-12-14 17:41:29.802832=20.36142349243164
2018-12-14 17:41:29.809234=14.112234115600586
2018-12-14 17:41:30.086028=455.2950859069824
2018-12-14 17:41:30.100894=14.03498649597168
2018-12-14 17:41:30.197836=365.83876609802246
2018-12-14 17:41:30.410713=377.8076171875
2018-12-14 17:41:30.416287=40.796518325805664
2018-12-14 17:41:30.425311=13.63515853881836
2018-12-14 17:41:30.444712=27.98008918762207
2018-12-14 17:41:30.469034=23.87833595275879
2018-12-14 17:41:30.595272=396.4815139770508
2018-12-14 17:41:30.609709=376.14917755126953
2018-12-14 17:41:30.632318=16.434192657470703
2018-12-14 17:41:30.641635=31.04996681213379
2018-12-14 17:41:30.778887=345.3190326690674
2018-12-14 17:41:30.846437=66.71380996704102
2018-12-14 17:41:30.872249=15.055418014526367
2018-12-14 17:41:30.980918=345.8833694458008
2018-12-14 17:41:31.012702=39.81494903564453
2018-12-14 17:41:31.224246=388.0176544189453
2018-12-14 17:41:31.246408=21.250247955322266
2018-12-14 17:41:31.336336=354.8088073730469
2018-12-14 17:41:31.387009=349.34139251708984
2018-12-14 17:41:31.414202=26.246309280395508
2018-12-14 17:41:31.634279=253.23009490966797
2018-12-14 17:41:31.636546=398.91600608825684
2018-12-14 17:41:31.649253=11.95526123046875
2018-12-14 17:41:31.783918=344.18249130249023
2018-12-14 17:41:31.800943=16.153335571289062
2018-12-14 17:41:32.043428=400.7759094238281
2018-12-14 17:41:32.068296=24.15752410888672
2018-12-14 17:41:32.302842=459.96713638305664
2018-12-14 17:41:32.329111=25.305509567260742
2018-12-14 17:41:32.421118=372.51877784729004
2018-12-14 17:41:32.433974=11.968851089477539
2018-12-14 17:41:32.504618=32.0279598236084
2018-12-14 17:41:32.528732=23.150920867919922
2018-12-14 17:41:32.559138=29.598474502563477
2018-12-14 17:41:32.604667=44.632911682128906
2018-12-14 17:41:32.607469=358.59155654907227
2018-12-14 17:41:32.622565=14.27769660949707
2018-12-14 17:41:32.862971=413.6629104614258
2018-12-14 17:41:32.885748=21.87657356262207
2018-12-14 17:41:32.992522=341.536283493042
2018-12-14 17:41:33.008497=14.933109283447266
2018-12-14 17:41:33.177986=22.627592086791992
2018-12-14 17:41:33.202260=350.7041931152344
2018-12-14 17:41:33.214698=11.832237243652344
2018-12-14 17:41:33.294612=15.977621078491211
2018-12-14 17:41:33.457561=405.7037830352783
2018-12-14 17:41:33.471477=21.69036865234375
2018-12-14 17:41:33.474142=16.216754913330078
2018-12-14 17:41:33.491999=20.053863525390625
2018-12-14 17:41:33.511863=19.223690032958984
2018-12-14 17:41:33.651643=398.79822731018066
2018-12-14 17:41:33.670738=18.24665069580078
2018-12-14 17:41:33.810759=208.99152755737305
2018-12-14 17:41:33.866847=412.26935386657715
2018-12-14 17:41:33.887329=20.045757293701172
2018-12-14 17:41:33.892895=394.38843727111816
2018-12-14 17:41:33.994194=182.79409408569336
2018-12-14 17:41:34.014592=355.8979034423828
2018-12-14 17:41:34.030282=14.865875244140625
2018-12-14 17:41:34.193622=21.335363388061523
2018-12-14 17:41:34.210058=351.4404296875
2018-12-14 17:41:34.218814=24.426698684692383
2018-12-14 17:41:34.225701=15.270709991455078
2018-12-14 17:41:34.244393=24.92213249206543
2018-12-14 17:41:34.423479=364.124059677124
2018-12-14 17:41:34.436671=12.742757797241211
