2018-12-14 17:16:59.557473=1
2018-12-14 17:16:59.758137=2
2018-12-14 17:16:59.958889=3
2018-12-14 17:17:00.160133=4
2018-12-14 17:17:00.361119=5
2018-12-14 17:17:00.562091=6
2018-12-14 17:17:00.770180=7
2018-12-14 17:17:00.970262=8
2018-12-14 17:17:01.173208=9
2018-12-14 17:17:01.372851=10
2018-12-14 17:17:01.573477=11
2018-12-14 17:17:01.774280=12
2018-12-14 17:17:01.975492=13
2018-12-14 17:17:02.176823=14
2018-12-14 17:17:02.378199=15
2018-12-14 17:17:02.578293=16
2018-12-14 17:17:02.779477=17
2018-12-14 17:17:02.981109=18
2018-12-14 17:17:03.181647=19
2018-12-14 17:17:03.381916=20
2018-12-14 17:17:03.583201=21
2018-12-14 17:17:03.784436=22
2018-12-14 17:17:03.985234=23
2018-12-14 17:17:04.185964=24
2018-12-14 17:17:04.387011=25
2018-12-14 17:17:04.587612=26
2018-12-14 17:17:04.787881=27
2018-12-14 17:17:04.988402=28
2018-12-14 17:17:05.188618=29
2018-12-14 17:17:05.389045=30
2018-12-14 17:17:05.590059=31
2018-12-14 17:17:05.791369=32
2018-12-14 17:17:05.992257=33
2018-12-14 17:17:06.194027=34
2018-12-14 17:17:06.395280=35
2018-12-14 17:17:06.596187=36
2018-12-14 17:17:06.797161=37
2018-12-14 17:17:06.998110=38
2018-12-14 17:17:07.198766=39
2018-12-14 17:17:07.399376=40
2018-12-14 17:17:07.599976=41
2018-12-14 17:17:07.800869=42
2018-12-14 17:17:08.002039=43
2018-12-14 17:17:08.203342=44
2018-12-14 17:17:08.404149=45
2018-12-14 17:17:08.604855=46
2018-12-14 17:17:08.806011=47
2018-12-14 17:17:09.007238=48
2018-12-14 17:17:09.207803=49
2018-12-14 17:17:09.408731=50
2018-12-14 17:17:09.609056=51
2018-12-14 17:17:09.810420=52
2018-12-14 17:17:10.011636=53
2018-12-14 17:17:10.212897=54
2018-12-14 17:17:10.414544=55
2018-12-14 17:17:10.615144=56
2018-12-14 17:17:10.815973=57
2018-12-14 17:17:11.016442=58
2018-12-14 17:17:11.217733=59
2018-12-14 17:17:11.418236=60
2018-12-14 17:17:11.618742=61
2018-12-14 17:17:11.820011=62
2018-12-14 17:17:12.032083=63
2018-12-14 17:17:12.227889=64
2018-12-14 17:17:12.429930=65
2018-12-14 17:17:12.630553=66
2018-12-14 17:17:12.831237=67
2018-12-14 17:17:13.030764=68
2018-12-14 17:17:13.232328=69
2018-12-14 17:17:13.432563=70
2018-12-14 17:17:13.633249=71
2018-12-14 17:17:13.833831=72
2018-12-14 17:17:14.035058=73
2018-12-14 17:17:14.234911=74
2018-12-14 17:17:14.435838=75
2018-12-14 17:17:14.636171=76
2018-12-14 17:17:14.837157=77
2018-12-14 17:17:15.037890=78
2018-12-14 17:17:15.238803=79
2018-12-14 17:17:15.440279=80
2018-12-14 17:17:15.641248=81
2018-12-14 17:17:15.842597=82
2018-12-14 17:17:16.043551=83
2018-12-14 17:17:16.243759=84
2018-12-14 17:17:16.444726=85
2018-12-14 17:17:16.649223=86
2018-12-14 17:17:16.847146=87
2018-12-14 17:17:17.048633=88
2018-12-14 17:17:17.249373=89
2018-12-14 17:17:17.454909=90
2018-12-14 17:17:17.655379=91
2018-12-14 17:17:17.855978=92
2018-12-14 17:17:18.056168=93
2018-12-14 17:17:18.257060=94
2018-12-14 17:17:18.461430=95
2018-12-14 17:17:18.662073=96
2018-12-14 17:17:18.861937=97
2018-12-14 17:17:19.062328=98
2018-12-14 17:17:19.263364=99
2018-12-14 17:17:19.464057=100
2018-12-14 17:17:19.664623=101
2018-12-14 17:17:19.869687=102
2018-12-14 17:17:20.066951=103
2018-12-14 17:17:20.267492=104
2018-12-14 17:17:20.468436=105
2018-12-14 17:17:20.668981=106
2018-12-14 17:17:20.869421=107
2018-12-14 17:17:21.070220=108
2018-12-14 17:17:21.270917=109
2018-12-14 17:17:21.472193=110
2018-12-14 17:17:21.673167=111
2018-12-14 17:17:21.874654=112
2018-12-14 17:17:22.075461=113
2018-12-14 17:17:22.276221=114
2018-12-14 17:17:22.477179=115
2018-12-14 17:17:22.678742=116
2018-12-14 17:17:22.879958=117
2018-12-14 17:17:23.081208=118
2018-12-14 17:17:23.281354=119
2018-12-14 17:17:23.481775=120
2018-12-14 17:17:23.682166=121
2018-12-14 17:17:23.882617=122
2018-12-14 17:17:24.083945=123
2018-12-14 17:17:24.285026=124
2018-12-14 17:17:24.486613=125
2018-12-14 17:17:24.687289=126
2018-12-14 17:17:24.887453=127
2018-12-14 17:17:25.088088=128
