2018-12-14 17:33:34.505671=391.2994861602783
2018-12-14 17:33:35.504291=365.53287506103516
2018-12-14 17:33:36.977823=392.4059867858887
2018-12-14 17:33:39.327666=385.6637477874756
2018-12-14 17:33:41.684527=396.6937065124512
2018-12-14 17:33:43.285133=371.77109718322754
2018-12-14 17:33:44.382725=369.2953586578369
2018-12-14 17:33:44.558497=379.38380241394043
2018-12-14 17:33:44.948652=370.6505298614502
2018-12-14 17:33:48.638164=406.60977363586426
2018-12-14 17:33:49.254563=404.5095443725586
2018-12-14 17:33:49.354656=398.4713554382324
2018-12-14 17:33:49.437474=365.8616542816162
2018-12-14 17:33:50.220327=393.39232444763184
2018-12-14 17:33:50.956308=366.2698268890381
2018-12-14 17:33:52.536233=380.0387382507324
2018-12-14 17:33:56.750094=358.5841655731201
2018-12-14 17:33:58.216599=380.12051582336426
2018-12-14 17:33:58.340104=382.25483894348145
2018-12-14 17:33:58.707658=427.8383255004883
2018-12-14 17:33:59.913530=379.65893745422363
2018-12-14 17:34:00.655882=388.5922431945801
2018-12-14 17:34:02.040423=379.96602058410645
2018-12-14 17:34:02.139650=400.0244140625
2018-12-14 17:34:03.741503=462.27169036865234
2018-12-14 17:34:04.186749=463.1648063659668
2018-12-14 17:34:04.411381=406.0635566711426
2018-12-14 17:34:04.585631=395.80368995666504
2018-12-14 17:34:04.727122=381.7875385284424
2018-12-14 17:34:05.901906=353.5432815551758
2018-12-14 17:34:06.110244=351.91941261291504
2018-12-14 17:34:06.977649=381.6866874694824
2018-12-14 17:34:07.894516=393.3675289154053
2018-12-14 17:34:09.798794=384.16123390197754
2018-12-14 17:34:10.233097=403.0313491821289
2018-12-14 17:34:10.401346=421.9954013824463
2018-12-14 17:34:10.436960=422.670841217041
2018-12-14 17:34:10.682772=420.5455780029297
2018-12-14 17:34:11.123942=370.01824378967285
2018-12-14 17:34:11.715479=382.18092918395996
2018-12-14 17:34:12.231917=378.476619720459
2018-12-14 17:34:12.380557=378.7381649017334
2018-12-14 17:34:13.981808=374.9065399169922
2018-12-14 17:34:13.996573=370.7013130187988
2018-12-14 17:34:15.005653=402.8127193450928
2018-12-14 17:34:15.063403=394.6208953857422
2018-12-14 17:34:15.596269=375.3788471221924
2018-12-14 17:34:16.196583=356.5640449523926
2018-12-14 17:34:16.920202=365.9369945526123
2018-12-14 17:34:17.393843=417.88220405578613
2018-12-14 17:34:17.452218=416.6731834411621
2018-12-14 17:34:17.803512=381.43348693847656
2018-12-14 17:34:17.977320=374.25804138183594
2018-12-14 17:34:18.352587=378.4806728363037
2018-12-14 17:34:19.160290=388.8580799102783
2018-12-14 17:34:19.617340=370.4195022583008
2018-12-14 17:34:19.992639=377.6686191558838
2018-12-14 17:34:20.567482=372.3001480102539
2018-12-14 17:34:20.727451=404.42681312561035
2018-12-14 17:34:20.791868=386.8532180786133
2018-12-14 17:34:22.242550=371.0300922393799
2018-12-14 17:34:23.157559=373.08621406555176
2018-12-14 17:34:23.224029=407.9723358154297
2018-12-14 17:34:23.615173=371.4413642883301
2018-12-14 17:34:23.765539=364.60256576538086
2018-12-14 17:34:24.573206=362.23554611206055
2018-12-14 17:34:25.456167=396.45886421203613
2018-12-14 17:34:26.381100=371.8292713165283
2018-12-14 17:34:26.650204=395.5683708190918
2018-12-14 17:34:27.281161=366.99962615966797
2018-12-14 17:34:28.145137=402.21238136291504
2018-12-14 17:34:28.328230=382.0352554321289
2018-12-14 17:34:29.045506=425.72474479675293
2018-12-14 17:34:29.137714=443.61233711242676
2018-12-14 17:34:29.479067=366.40429496765137
2018-12-14 17:34:29.803485=369.2750930786133
2018-12-14 17:34:30.196920=384.19365882873535
2018-12-14 17:34:30.335816=423.10023307800293
2018-12-14 17:34:30.344332=412.01019287109375
2018-12-14 17:34:30.466414=402.3873805999756
2018-12-14 17:34:31.511843=458.15300941467285
2018-12-14 17:34:31.653083=433.70652198791504
2018-12-14 17:34:31.929454=423.2521057128906
2018-12-14 17:34:32.487616=401.8673896789551
2018-12-14 17:34:34.502765=372.3182678222656
2018-12-14 17:34:36.117714=412.28246688842773
2018-12-14 17:34:36.276629=378.18455696105957
2018-12-14 17:34:36.293358=408.59174728393555
2018-12-14 17:34:36.792426=390.34581184387207
2018-12-14 17:34:36.975735=373.5394477844238
2018-12-14 17:34:37.185370=367.1126365661621
2018-12-14 17:34:38.018013=386.1403465270996
2018-12-14 17:34:38.778554=446.07043266296387
2018-12-14 17:34:39.292694=409.5182418823242
2018-12-14 17:34:39.309647=393.7394618988037
2018-12-14 17:34:39.408373=405.1189422607422
2018-12-14 17:34:39.549307=407.73582458496094
2018-12-14 17:34:39.642058=408.677339553833
2018-12-14 17:34:40.224469=358.1819534301758
2018-12-14 17:34:40.740069=396.93546295166016
2018-12-14 17:34:41.549911=435.5595111846924
2018-12-14 17:34:41.997233=373.8212585449219
2018-12-14 17:34:42.766963=410.6433391571045
2018-12-14 17:34:42.814090=425.2173900604248
2018-12-14 17:34:43.555313=446.37417793273926
2018-12-14 17:34:43.571711=447.742223739624
2018-12-14 17:34:43.738179=446.1712837219238
2018-12-14 17:34:44.332858=399.7035026550293
2018-12-14 17:34:44.937780=441.7600631713867
2018-12-14 17:34:45.121967=444.9925422668457
2018-12-14 17:34:45.226322=457.0279121398926
2018-12-14 17:34:45.268285=457.51142501831055
2018-12-14 17:34:45.662655=438.579797744751
2018-12-14 17:34:45.671175=407.9463481903076
2018-12-14 17:34:46.329590=409.1298580169678
2018-12-14 17:34:46.929634=399.7809886932373
2018-12-14 17:34:47.910742=365.9346103668213
2018-12-14 17:34:48.140867=422.35302925109863
2018-12-14 17:34:48.203713=376.5537738800049
2018-12-14 17:34:49.003273=388.7455463409424
2018-12-14 17:34:49.102986=378.66687774658203
2018-12-14 17:34:49.601220=388.744592666626
2018-12-14 17:34:49.769626=364.0251159667969
2018-12-14 17:34:49.879332=414.0591621398926
